geo,name,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
prt,Portugal,59.65903,62.07542,64.05543,66.01674,66.36703,62.0869,61.18575,62.75855,62.95093,62.95093,62.84413,62.84413,62.95093,63.17064,63.17064,64.79865,65.17175,65.17175,65.17175,65.44394,70.66321,70.66321,70.91481,72.2046,71.51824,73.06918,73.06918,73.56877,73.56877,73.88281,71.81224,70.35119,72.39063,72.39063,72.71321,73.8663,72.71321,75.68896,72.71321,73.04978,75.35179,81.82426,75.94253,77.27919,76.57548,84.40313,81.32022
pry,Paraguay,18.17297,18.17297,18.17297,17.80292,17.80292,17.80292,18.75241,18.75241,17.72911,17.72911,17.81753,17.81753,17.81753,18.40358,24.75728,35.26412,35.26412,37.31962,38.46662,38.46662,38.46662,38.46662,38.6677,38.6677,38.6677,41.95057,41.95057,41.95057,43.1493,43.32267,43.50172,43.50172,43.50172,46.13051,46.13051,48.41474,48.41474,48.41474,48.03404,48.34522,48.5011,47.14128,48.34708,48.5011,48.63493,46.64396,49.99319
pse,Palestine,,,,,,,,,,,,,,28.71037,29.01049,29.01049,29.01049,29.01049,34.07313,38.89059,39.80766,42.85892,44.56498,45.95285,45.95285,47.59379,47.59379,47.87126,47.87126,50.73898,51.54673,53.09511,53.46256,53.46256,53.73317,51.29464,51.47062,51.47062,51.47062,51.62412,49.92808,50.05451,50.05451,46.94248,47.03556,44.63213,38.86464
qat,Qatar,14.28231,14.68551,14.68551,14.68551,14.99533,14.99533,14.99533,15.23826,15.23826,15.43011,15.43011,15.58337,15.58337,15.70724,18.12914,25.40542,26.6794,26.75825,26.86664,26.90361,26.93237,33.02881,31.22452,31.22452,31.22452,33.77055,33.33653,33.33653,32.93026,31.39544,32.93026,31.61521,32.97092,32.97092,32.97092,32.97092,32.97092,32.97092,32.97092,32.97092,32.97092,37.89574,39.07131,37.57354,37.57354,34.77718,34.38193
rou,Romania,60.68698,60.68698,60.68698,60.87654,60.87654,62.26577,65.12056,65.12056,65.32023,65.32023,66.36408,66.36408,65.55507,65.55507,65.55507,58.37857,56.75571,56.75571,56.75571,56.75571,57.02462,59.30003,59.30003,59.30003,59.30003,61.16829,61.42921,61.42921,62.96073,63.12204,61.60161,61.42921,59.94387,61.68082,61.68082,63.37548,61.85249,62.03568,61.39632,61.64564,61.64564,62.62864,62.89307,65.08544,69.11372,67.75819,66.80495
rus,Russia,50.64557,50.64557,50.64557,50.64557,50.8012,50.8012,53.12574,53.12574,53.12574,52.96263,52.96263,52.96263,52.96263,52.96263,49.90362,52.22155,50.43383,51.60087,52.21224,52.57771,52.09104,52.09104,52.09104,52.09104,51.3586,48.69264,51.3586,50.87844,49.36486,49.36486,50.87844,51.31297,53.07418,51.31297,51.31297,51.31297,51.31297,51.31297,51.31297,51.31297,51.31297,53.81388,51.66359,51.66359,50.56123,50.42042,50.42042
rwa,Rwanda,28.37001,28.37001,28.37001,28.37001,28.78056,32.61703,33.815,33.815,35.01339,35.01339,35.01339,35.2643,35.2643,35.4492,35.4492,38.10801,38.10801,38.60627,37.92499,37.48599,44.70514,44.70514,48.92733,50.91714,51.11082,57.90926,59.20919,59.20919,63.17349,66.52329,66.52329,64.75647,67.66041,66.07653,65.97948,67.14752,67.14752,67.14752,67.14752,68.90993,67.14752,68.90993,67.14752,68.29261,63.87325,66.27283,66.97219
sau,Saudi Arabia,4.30086,4.30086,4.30086,4.30086,4.30086,4.30086,,3.24952,3.24952,3.24952,3.24952,4.55535,4.55535,4.55535,5.28569,5.28569,9.72209,10.10536,10.10536,10.10536,10.10536,10.38431,10.38431,10.38431,10.38431,13.12564,10.59375,10.59375,9.10963,9.10963,9.10963,9.10963,9.22716,11.86391,12.0314,12.0314,12.12482,14.14781,17.82423,17.93459,17.93459,15.71498,18.00566,18.09007,21.92971,20.0016,21.92971
sdn,Sudan,19.3569,20.18685,20.18685,20.43367,20.43367,23.72731,25.30808,26.55613,26.55613,26.55613,25.60642,25.03912,23.27425,25.03912,22.30781,24.77473,24.77473,28.37974,28.63516,28.63516,28.63516,29.53562,29.772,28.03407,27.94978,26.63346,28.74733,28.74733,28.74733,28.94827,29.59561,27.80288,27.80288,29.67427,27.85846,29.84636,28.15511,30.08889,28.15511,28.15511,28.37526,32.70888,31.72792,34.7272,33.51036,28.71937,30.83862
sen,Senegal,42.75033,44.20441,44.20441,45.00983,45.00983,46.60557,44.21807,46.95742,47.81663,50.131,50.131,50.131,50.131,50.42697,48.29071,49.33626,49.33626,49.33626,51.40911,49.33626,49.33626,50.04702,50.04702,50.04702,50.04702,49.67932,53.44276,53.44276,52.78378,52.78378,52.78378,51.55418,54.61479,51.8423,51.8423,52.97764,52.97764,57.37509,58.3838,58.3838,58.3838,56.15131,59.92568,59.22823,58.50402,57.09057,57.09057
sgp,Singapore,46.75475,46.75475,46.75475,47.1809,47.1809,47.41688,46.63766,43.85455,44.25891,47.89826,47.89826,45.15342,48.32356,45.89904,45.89904,52.06364,48.83505,48.83505,52.23474,49.3564,49.3564,49.3564,53.65145,53.65145,57.87359,65.90408,67.52404,67.52404,67.52404,67.92939,67.92939,69.02322,69.47358,69.47358,69.93296,69.46804,66.46968,66.46968,66.46968,69.46804,66.88787,69.19705,65.53315,70.42331,66.35661,66.85474,68.79354
slb,Solomon Islands,,,,14.75961,14.75961,14.75961,14.75961,14.75961,15.23177,15.23177,15.23177,15.23177,15.23177,15.23177,15.23177,15.23177,15.58377,15.58377,17.01566,17.01566,17.01566,17.01566,17.01566,17.28935,19.38868,19.57379,21.91051,21.91051,21.91051,22.88863,26.25141,25.13557,23.46414,21.99618,25.13557,25.13557,25.13557,26.00628,25.13557,26.00628,26.00628,26.00628,26.21215,24.56027,26.83955,28.98154,28.98154
sle,Sierra Leone,26.36717,26.36717,25.95112,25.95112,25.95112,27.87371,27.62856,27.97542,27.97542,27.97542,27.97542,27.87763,27.87763,27.87763,27.87763,27.87763,31.7408,33.40557,33.70322,32.72013,30.95391,39.98791,44.3124,44.3124,44.3124,47.10922,47.1971,51.2588,52.33348,52.78405,52.78405,53.05071,52.87777,51.72972,51.72972,52.48694,52.48694,52.30191,56.24744,56.24744,56.24744,54.05546,57.50054,54.9836,54.9836,54.9836,55.87802
slv,El Salvador,24.32876,24.32876,24.32876,24.60188,25.87552,34.37168,36.18568,36.18568,36.18568,36.18568,38.56031,38.56031,36.4105,39.68306,39.68306,37.80888,37.42848,38.60418,38.78345,42.63982,42.63982,42.63982,43.30789,45.46791,43.64184,42.70847,42.70847,42.70847,42.96687,47.60337,43.2937,43.97761,43.97761,43.97761,45.52156,45.87558,46.33386,46.65405,46.78874,46.23533,46.65833,44.74327,49.86238,46.94301,46.67398,46.1192,43.6009
som,Somalia,11.67014,11.67014,11.67014,11.67014,13.77939,13.77939,17.41165,17.41165,17.41165,14.36273,16.41442,16.41442,16.41442,16.41442,16.41442,17.11619,12.36701,11.41507,11.41507,11.41507,11.41507,11.41507,11.41507,11.41507,11.41507,11.41507,11.41507,11.41507,11.41507,13.16325,13.94918,13.94918,13.94918,13.94918,13.94918,17.4024,17.4024,22.89052,24.23031,22.1989,24.23031,25.31309,26.89885,26.89885,28.22184,25.83576,26.29024
srb,Serbia,47.22042,47.22042,47.22042,47.61549,47.61549,47.61549,49.90805,50.24652,50.24652,50.24652,50.24652,50.36489,50.36489,50.36489,50.44588,53.30797,50.62792,49.82191,49.30561,49.30561,49.30561,49.95538,49.95538,52.38343,52.38343,55.35119,55.35119,55.35119,57.2787,55.74372,55.74372,55.74372,58.93664,57.43853,57.63267,58.83674,60.3912,63.10049,63.10049,61.4415,63.10049,60.42589,60.25847,62.32277,65.63129,66.30361,66.30361
ssd,South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.12862,31.12862,30.64632,28.8742,30.64632,27.49655,28.40168,29.6111,28.90703,28.90703,28.20968
sur,Suriname,44.74737,46.27194,46.27194,46.27194,46.27194,47.03959,47.03959,47.26159,47.26159,47.26159,47.75728,47.75728,47.05127,48.53047,48.53047,50.83216,50.06034,51.63954,53.80571,54.1261,54.1261,55.83663,55.83663,55.83663,56.17699,56.44729,55.7956,55.7956,55.7956,56.03796,56.50687,56.50687,56.84146,56.84146,56.84146,54.9223,54.9223,54.9223,54.2366,55.24973,56.62586,58.57366,56.62586,56.83553,59.02376,59.3832,59.10251
svk,Slovak Republic,,,,,,,,,,,,,,,,,,,65.2914,65.08536,63.53282,63.53282,63.53282,65.73578,65.57367,64.08868,65.44087,66.38491,66.38491,66.38491,66.38491,66.63368,66.83669,65.38651,65.38651,67.62871,67.62871,66.88045,66.88045,67.1209,67.1209,67.81676,63.33041,64.99682,68.60642,69.85585,68.71488
svn,Slovenia,,,,,,,,,,,,,,,,,63.21514,66.3188,70.02581,70.02581,70.50756,69.70587,69.70587,70.20854,70.20854,70.77228,69.26939,69.78177,69.78177,69.78177,69.78177,69.78177,71.85274,67.41155,73.78047,74.38931,77.5212,81.59129,82.25232,82.25232,82.25232,84.7102,78.87578,80.32425,80.99741,69.80718,68.40174
swe,Sweden,73.44587,73.44587,77.52007,77.52007,81.02025,81.4145,80.50259,80.50259,80.50259,80.50259,82.84156,84.15753,85.38249,87.70585,93.55081,90.57767,89.57718,89.57718,89.57718,90.57767,90.57767,91.11418,93.55081,93.55081,93.55081,93.55081,93.55081,93.55081,93.55081,93.55081,93.55081,93.55081,93.55081,93.55081,93.55081,93.55081,91.90307,91.90307,91.90307,91.90307,91.90307,91.90307,89.05231,91.75173,92.26834,92.26834,92.26834
swz,Eswatini,38.19795,38.19795,38.19795,38.01366,39.76754,41.25536,39.09782,37.71696,41.29418,41.07293,41.07293,41.07293,41.5303,41.5303,41.5303,44.09108,44.09108,38.58941,40.08339,41.43658,40.08339,40.08339,40.08339,40.29407,40.29407,41.35745,41.35745,41.35745,43.01358,43.01358,43.01358,43.45252,43.76576,43.42755,43.42755,43.42755,43.42755,43.42755,41.3693,42.91562,41.58992,41.58992,41.37246,41.04431,43.1122,43.1122,42.53165
syr,Syria,35.70858,35.70858,36.09848,36.42458,36.42458,36.42458,38.31129,38.31129,38.57317,40.21802,38.57317,39.03265,39.03265,39.29586,39.29586,41.89331,41.89331,41.89331,42.15865,42.39491,42.39491,42.39491,42.39491,42.88119,42.88119,45.94647,44.15909,44.15909,44.64754,44.64754,44.64754,42.15556,43.17947,43.17947,44.92406,45.20248,44.63896,40.36986,38.25171,38.25171,38.46589,36.22596,36.2896,34.45202,34.30911,34.64348,34.77683
tcd,Chad,27.21823,25.22939,25.22939,25.22939,25.22939,22.71461,22.71461,21.6945,21.6945,22.15553,24.23312,22.15553,23.84907,23.84907,25.64469,25.82322,33.14061,33.14061,34.8897,33.29443,33.29443,34.8897,32.9518,32.9518,32.9518,33.59796,33.59796,34.47213,30.92066,32.85299,32.85299,32.85299,32.85299,33.12507,33.12507,31.17481,32.6535,32.6535,33.90085,33.90085,33.90085,31.52836,35.89748,35.89748,38.26142,38.26142,34.91497
tgo,Togo,32.34522,32.34522,32.34522,32.34522,32.34522,35.0747,37.84654,37.84654,37.84654,38.02934,35.82819,35.82819,35.82819,39.33071,39.33071,40.34631,42.86485,45.82308,45.82308,41.3665,41.3665,41.56384,41.56384,43.64332,44.23606,48.67384,46.97083,47.40857,45.39578,45.63749,47.0294,48.65064,51.77601,51.70816,53.00261,55.99763,55.99763,55.99763,57.2315,57.43529,57.43529,57.43529,59.02564,58.90101,61.91263,60.79426,60.58355
tha,Thailand,44.1651,45.98151,45.98151,44.72388,44.72388,47.47149,46.94031,46.94031,48.67507,47.12076,48.89734,48.89734,47.35266,48.73713,49.87829,52.07322,53.73108,55.31364,55.78154,56.04481,56.19638,58.302,61.57668,62.87495,63.18042,64.79951,65.3349,65.3349,65.64529,64.34785,64.8086,63.51926,63.98855,64.24644,64.45874,64.70038,66.24234,66.24234,66.56617,64.71488,62.65723,60.81558,61.75997,62.0636,66.35036,64.09182,64.09182
tjk,Tajikistan,,,,,,,,,,,,,,,,,34.68538,29.90661,21.79757,20.10432,25.32452,23.82834,23.82834,23.82834,23.82834,21.96336,21.96336,21.96336,29.47333,29.47333,27.56674,27.83549,27.83549,27.83549,27.83549,29.59847,29.59847,29.59847,31.05348,31.05348,31.05348,25.13267,24.67417,24.69521,24.69521,26.07618,23.89739
tkm,Turkmenistan,,,,,,,,,,,,,,,,,34.19318,32.53588,31.39756,32.97956,35.45022,35.45022,35.45022,35.45022,35.68778,35.88231,35.88231,35.88231,35.88231,33.2517,35.53254,35.53254,37.83486,38.1397,38.1397,38.1397,36.52332,36.6578,38.17573,38.17573,38.29857,40.14249,39.48408,38.79352,39.63569,39.374,41.2012
tls,Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.12067,47.08319,45.44004,45.66085,46.5221,46.6256,46.6256,46.86258,45.37071,45.37071,47.47077,47.47077,47.74004,46.00996,43.28539,44.82612,46.86245,48.15069,50.39001,50.6694
tto,Trinidad and Tobago,40.79944,42.03647,43.15338,43.15338,43.37401,48.02853,53.21257,53.21257,53.61818,53.61818,52.84325,55.93949,59.34122,59.34122,59.34122,59.56787,60.92869,60.92869,61.13454,60.43756,59.72763,59.72763,59.72763,61.16983,61.16983,65.61953,65.85837,66.7245,66.7245,68.61282,66.7245,65.31829,69.39465,69.39465,69.39465,73.78128,73.78128,74.14207,71.37483,71.37483,71.37483,73.24092,73.24092,73.24092,73.24092,71.10129,71.66405
tun,Tunisia,34.85854,34.85854,34.85854,34.85854,35.98138,37.66768,39.4504,39.4504,39.4504,39.83422,42.54402,42.972,42.46963,47.54346,44.39648,46.32583,46.32583,48.4666,48.4666,51.45488,51.45488,49.53945,51.63212,51.63212,52.51316,53.63109,51.57729,51.80118,54.5114,55.01977,55.01977,53.22098,53.22098,53.22098,53.87121,53.23221,61.12484,62.12697,60.56899,60.99767,63.56985,60.84294,61.82868,62.09499,61.94027,62.43449,63.83078
tur,Turkey,38.05591,38.05591,38.05591,38.05591,38.34881,39.97051,38.75931,37.10523,37.80296,39.67661,39.67661,37.80296,37.78878,42.43863,40.71072,46.27729,45.37613,42.78736,42.78736,42.78736,42.24315,46.45364,46.45364,46.45364,46.64949,44.9623,46.64949,46.85483,43.61255,43.61255,41.91191,42.81865,47.68924,44.21988,44.45989,46.0182,47.28759,47.28759,45.67197,45.91658,46.08076,44.08202,42.839,45.26776,44.45767,44.68357,44.57837
tza,Tanzania,39.0366,39.53446,39.53446,39.53446,39.99688,39.99688,42.04239,45.03959,41.96305,42.35222,42.26142,45.03795,42.45365,45.30868,46.00346,48.95795,49.21424,49.27499,47.13167,49.76213,51.75863,52.64229,52.64229,52.91402,52.91402,54.17928,56.53312,56.53312,56.53312,56.79632,55.65619,55.65619,54.2035,54.2035,54.2035,58.01021,58.76691,58.76691,55.82231,55.40054,57.45531,59.08404,63.24024,60.11537,58.27889,61.10522,63.77106
uga,Uganda,29.05555,29.05555,29.05555,29.05555,29.4885,32.26246,32.26447,32.26447,32.26447,32.57505,32.66691,38.29641,37.04196,38.6526,43.18487,42.72598,42.72598,42.72598,42.72598,43.17414,46.90498,51.36611,53.01086,53.01086,53.19785,55.1559,55.77262,55.22081,55.22081,55.22081,55.22081,55.39383,57.77507,57.73597,54.26605,54.41259,56.64331,57.31888,57.31888,56.64331,55.87273,52.92751,55.56362,55.56362,55.56362,55.9055,52.04795
ukr,Ukraine,,,,,,,,,,,,,,,,,55.9715,53.84139,51.79626,51.99189,55.70966,55.70966,55.46821,56.21416,56.21416,56.21416,56.21416,55.63282,55.18043,61.23224,67.7128,67.97117,69.48933,67.97117,67.97117,66.29927,65.39312,65.81683,67.739,67.00077,67.1393,71.22427,68.5457,67.30987,71.90496,73.66168,70.6217
ury,Uruguay,48.57882,48.77439,48.77439,48.77439,48.77439,50.41753,47.00222,47.00222,47.00222,45.8821,58.39205,58.39205,58.39205,58.39205,61.56914,65.96711,65.96711,65.96711,65.96711,66.1003,66.1003,66.1003,66.1003,66.1003,66.8215,66.8215,66.8215,66.8215,66.8215,66.8215,66.44531,66.44531,66.44531,69.27375,69.95053,71.89538,73.48141,73.48141,73.48141,74.4063,74.4063,72.33383,75.46769,75.74569,75.74569,66.28207,66.20122
usa,USA,52.90124,53.04004,53.04004,52.90124,52.90124,61.5779,60.74597,60.83556,60.83556,62.55121,62.55121,62.55121,62.55121,62.73755,63.64231,66.07033,66.34085,66.77458,67.66519,67.66519,67.66519,67.81966,67.81966,67.99265,67.99265,72.83518,71.45295,71.45295,71.45295,71.61199,72.66287,72.66287,72.66287,74.35132,74.35132,76.96409,76.96409,76.96409,76.96409,74.56607,77.18313,76.38736,73.73182,74.62487,74.06594,76.30379,69.26766
uzb,Uzbekistan,,,,,,,,,,,,,,,,,46.2507,46.39811,44.27309,43.67116,43.86025,44.18817,44.18817,43.18535,43.38946,43.8112,43.93895,43.93895,44.04508,45.21876,45.21876,45.31757,45.31757,45.31757,44.25106,45.64574,45.71327,45.71327,46.17553,46.90146,46.90146,47.33822,46.95738,47.41726,49.43514,52.94574,52.85801
ven,Venezuela,52.7175,53.09023,53.09023,53.09023,53.09023,53.09023,52.07296,52.07296,52.62792,53.74324,53.74324,51.79951,51.79951,56.83852,57.55604,57.37615,59.11484,59.11484,58.92168,58.92168,58.92168,58.92168,58.92168,60.04578,67.20056,69.10006,69.10006,69.84181,69.84181,69.84181,70.54503,69.17312,70.54503,70.54503,70.54503,70.54503,72.37303,72.37303,72.37303,72.37303,70.20978,70.9702,69.61279,69.18785,68.03575,65.39654,63.96914
vnm,Vietnam,50.9178,51.49505,51.49505,52.02442,52.02442,53.09396,52.80287,52.80287,53.07304,52.50164,52.50164,52.10534,53.22258,52.97663,54.85039,55.80087,55.80087,55.80087,57.06508,55.42438,55.42438,56.5304,57.36613,57.36613,57.36613,57.36613,57.62787,57.81708,59.52489,61.79435,58.09457,59.81135,60.91128,59.45232,59.45232,61.60289,61.60289,61.60289,59.1021,59.1021,59.1021,59.30486,59.30486,59.30486,59.87688,57.25766,53.2667
vut,Vanuatu,,,,,,45.62464,47.8323,47.8323,48.03077,48.03077,48.03077,48.03077,48.622,48.622,48.622,48.82206,48.49428,48.49428,48.49428,48.49428,48.49428,48.49428,48.49428,48.46537,48.46537,50.96182,48.78256,48.89632,50.8892,49.19565,49.43065,49.43065,48.26077,48.26077,48.50738,48.50738,48.50738,48.19526,48.44392,48.44392,48.11333,48.44392,45.09228,46.04746,46.04746,44.16804,44.16804
yem,Yemen,4.30086,4.30086,4.30086,1.42797,1.42797,1.42797,1.42797,1.42797,1.42797,1.42797,1.42797,1.42797,1.42797,1.42797,6.70929,17.57169,18.54009,18.54009,19.4758,17.5264,16.71796,16.60171,14.82143,14.82143,16.60171,14.82143,16.60171,14.82143,14.82143,16.71796,17.4215,17.4215,17.4215,15.60366,15.60366,15.60366,16.16553,16.16553,17.9598,17.10066,9.58676,18.82981,14.13296,16.13955,15.38178,11.21847,13.52404
zaf,South Africa,20.67205,20.67205,20.67205,20.67205,20.67205,20.87305,17.23238,17.23238,17.23238,23.18073,22.94166,22.94166,23.06579,25.10128,24.72607,27.35977,27.47748,27.47748,28.48657,54.20777,61.04146,66.08528,64.16431,64.16431,65.05639,66.99215,67.11397,67.11397,62.52846,63.35562,65.26356,65.26356,65.26356,65.26356,65.65041,65.65041,65.65041,65.65041,62.34065,62.72931,62.72931,62.81946,62.72931,62.72931,63.55771,61.06324,61.06324
zmb,Zambia,35.24733,35.24733,35.24733,35.25757,35.25757,36.63613,37.37215,37.58454,37.12583,37.12583,37.12583,37.34451,37.34451,37.79898,38.20582,41.9351,41.7122,44.68452,44.68452,44.68452,44.68452,45.11075,45.11075,45.31228,45.31228,48.4565,48.63721,48.63721,48.63721,48.63721,47.53338,47.85633,48.77785,48.77785,47.90954,49.83095,48.26471,49.4867,50.547,49.49058,49.04277,49.03528,48.42611,53.84488,55.8613,53.19422,51.72265
zwe,Zimbabwe,21.29865,21.29865,21.29865,21.29865,21.29865,39.97723,42.81495,44.33941,44.22819,44.33941,44.42833,44.61943,44.74526,44.61943,44.61943,43.74869,45.90838,46.23564,46.23564,46.23564,46.57638,46.57638,46.79908,46.79908,46.79908,49.57346,49.57346,49.57346,49.76342,49.76342,50.41738,50.41738,50.41738,50.41738,49.48282,51.70069,52.627,52.627,53.14223,52.68475,52.1875,54.60125,54.28823,53.8394,52.77646,52.53772,55.62404
